id,text,score,answer
0209,概括20世纪20～30年代苏联工业发展状况。根据上述材料探究其原因,8.0,迅速发展。（2分）苏联制定并实施了两个五年计划；（2分）苏联人民文化、技术水平的提高；（2分）利用西方经济危机的时刻，大量购买西方先进机器设备，招聘技术专家。（2分）
0501,抗美援朝战争朝中军队为什么能取得胜利？,4.0,抗美援朝战争的正义性（1分）；国内人民的大力支持（1分）；志愿军战士和朝鲜军民并肩战斗，英勇善战（1分）；党的英明决策（1分）。
0502,简述建国初期土地改革的历史意义。,6.0,（1）土地改革的完成，彻底摧毁了我国存在两千多年的封建地主土地制度，地主阶级也被消灭；（2分）（2）农民翻了身，得到了土地，成为土地的主人。（2分）（3）这使人民政权更加巩固，大大解放了农村生产力，农业生产获得迅速恢复和发展，为国家的工业化建设准备了重要条件。（2分）
0503,新中国诞生的历史意义是什么？,8.0,（1）开辟了中国历史的新纪元，从此，中国结束了一百多年来被侵略被奴役的屈辱历史，真正成为独立自主的国家；（3分）（2）中国人民从此站起来了，成为国家的主人；（2分）（3）新中国的成立，壮大了世界和平、民主和社会主义的力量，鼓舞了世界被压迫民族和被压迫人民争取解放的斗争。（3分）
0701,隋朝能够统一南北的客观历史条件是什么呢,4.0,"长期以来,由于北方民族的大融合,南北对峙的民族矛盾逐渐消失（1分）；江南经济发展,南北经济发展水平差距缩小,为隋朝统一全国提供了物质条件（1分）；广大人民经过长期的战乱,向往统一（1分）；南朝陈政权本身的腐朽（1分）"
0702,辛亥革命的意义是什么,6.0,辛亥革命推翻了清朝统治，结束了我国两千多年的封建帝制（2分），使民主共和观念深入人心（2分），但辛亥革命的果实被袁世凯窃取了，它没有改变中国半殖民地半封建社会的性质。（2分）
0703,中国共产党的诞生有何重要意义,6.0,中国共产党的诞生是中国历史上开天辟地的大事（3分），自从有了中国共产党，中国革命的面貌就焕然一新了（3分）。
0704,秦始皇所采取的统一措施有哪些,8.0,政治上，加强中央集权，在中央设丞相、太尉、御史大夫，在地方设立郡县制（2分）；经济上，统一度量衡、货币，全国统一使用圆形方孔的秦国铜钱（2分）；文化上，统一文字，把小篆作为全国规范的文字（2分）；军事上，为了抵御匈奴，修筑长城。（2分）考生答出政治、经济、军事、文化四个方面的措施，每个方面各占2分
0705,列举近代文学艺术的主要成就?,6.0,①文学:鲁迅的《狂人日记和《阿Q正传》，茅盾的《子夜》（2分）；②绘画:齐白石擅绘花鸟草虫，徐悲鸿代表作品有《田横五百士》和《愚公移山》（2分）；③音乐:聂耳创作了《义勇军进行曲》，洗星海创作《黄河大合唱》。（2分）
0706,第一次世界大战期间，中国民族工业出现短暂春天的原因是什么？,4.0,(1）内因:辛亥革命后，中华民国临时政府颁布了一系列奖励发展实业的法令。（2分）(2）外因:第一次世界大战期间，西方列强忙于欧洲战事，暂时放松了对中国的经济侵略。（2分）
0707,比较郑和下西洋与欧洲新航路开辟的不同之处,8.0,①目的不同∶郑和下西洋是为了加强同其他国家的联系﹔西欧开辟新航路主要是为了寻找财富。（2分）②规模不同∶郑和出航的规模远远大于西方。（2分）③时间不同︰郑和1405—1433年先后7次远航，比西方早半个多世纪。（2分）④影响不同︰郑和远航促进并加强了我国同亚非各国经济交流和友好关系;新航路的开辟使世界开始连成一个整体，促进了西欧资本主义发展。（2分）
0708,中英《南京条约》的主要内容是什么,4.0,①割地：割香港岛给英国（1分）；②赔款：2100万银元（1分）；③通商：开放广州、厦门、福州、宁波、上海为通商口岸（1分）；④协税：中国须同英国协定关税。（1分）
0709,六朝时期南方地区得以开发的最主要原因有哪些,6.0,南方地方温暖，土地肥沃，有利于农业发展（2分）；北方战乱造成人口大规模南迁，一方面改变了南方人广地少的局面，有利于垦辟荒地，另一方面带来了先进的生产技术和生产经验，促进了经济的发展（2分）；经过统治者和老百姓的长期开发。（2分）
1401,秦国商鞅变法的内容和意义？,6.0,答:内容:鼓励农民开垦土地（1分）;废除贵族的世袭特权（1分）;奖励耕战;建立郡县制（1分）。意义:变法使秦国的封建经济得到发展，（1分）军队战斗力加强，逐步成为战国后的统一大业奠定基础。（2分）
1402,汉武帝的巩固统一措施。,6.0,答:民族政策:北击匈奴，河西屯边，西南开边，西汉成为当时世界上最强大的国家之一（2分）。经济政策:废半两钱，改铸五铢钱。在关中开凿六辅渠和白渠。治理黄河（2分）。文化政策:“独尊儒术”，兴办太学（2分）。
1403,新航路开辟的重要影响。,6.0,答:新航路的开辟，推动了海外扩张和世界市场的初步形成，促进了资本原始积累。（3分）打破了世界各地区间的封闭和孤立状态（1分），把旧大陆与新大陆联系在一起，世界历史迈出了从分散走向整体的关键性一步（2分）
1404,工业革命对人类社会产生的影响。,6.0,答:工业革命创造了巨大的生产力，促进了经济的迅速发展（2分）。为新生的资本主义制度奠定了坚实的物质基础（1分）。欧美各国先后实现工业化，由农业国变成工业国（2分）英国确立了“世界工厂”的地位（1分）
1405,列举洋务派筹建的三支海军及创办的第一所新式学堂。,4.0,三支海军:南洋（1分）、北洋（1分）、福建（1分）第一所新式学堂:京师同文馆（1分）
1406,同盟会成立的时间、政治纲领、意义。,7.0,于1905年在日本东京成立（2分）;“驱除鞑虏，恢复中华，建立民国，平均地权”;（2分）它是中国第一个全国规模的统一的资产阶级革命政党，它的成立，大大推动了全国的资产阶级民主革命运动（3分）
0401,简述明朝君主专制空前加强的表现。,8.0,明太祖废丞相，由六部分理朝政，六部长官直接对皇帝负责（2分）;设立厂卫等特务机构，监视百官和镇压人民（2分）;采用八股取士，培养皇帝的忠实奴仆（2分）;废行中书省，在各地设三司，三司直接隶属中央（2分）
0402,鸦片的输入给中国造成什么影响？林则徐从什么立场提出严禁鸦片的主张？,3.0,鸦片输入中国给中华民族带来深重灾难：严重危害健康；导致白银大量外流，加重了人民负担，也影响清政府的财政收入（2分）；站在维护清朝统治的立场，林则徐主张严禁鸦片（1分）
0403,材料二我认为，美国的政策必须是支持自由国家人民抵抗少数武装分子，或外来压力的征服企图。材料二体现的政策叫什么？其本质和目的何在？,3.0,杜鲁门主义（1分）；它公开声称要干涉世界各国内政，旨在确立美国在世界上的霸权地位（2分）
0404,冷战爆发的原因,5.0,1.二战后美苏成为势均力敌的超级大国。（1分）2二战后美苏失去了战时合作的基础。（1分）3.美国在二战后确立了世界霸权的政策，并视苏联为障碍。（1分）4.美苏社会制度和意识形态的根本对立是冷战爆发的根本原因。（1分）
0405,党在过渡时期总路线是什么,4.0,要在一个相当长的时期内，逐步实现国家的社会主义工业化，并逐步实现国家对农业、对手工业和对资本主义工商业的社会主义改造。
0406,十月革命的主要原因是什么,5.0,1、资本主义有相当程度的发展，具备帝国主义的基本特征。2、无产阶级深受多重压迫与剥削，阶级矛盾激化。3、无产阶级政党较成熟，列宁主义理论的形成与发展。4、农民阶级与资产阶级矛盾也激化，革命性较强。5、一战激化了社会各种矛盾，社会危机形成总爆发趋势。
1001,清朝采取的对外政策？该政策产生了什么影响？,4.0,闭关锁国（1分）；切断了中外经济文化交流的通道，阻碍了中国经济文化的发展，是中国近代社会落伍的重要原因（3分）
1002,宋朝对外贸易发展的重要条件是什么？,2.0,宋代农业的发展，手工业的进步（2分）
1003,分别写出隋唐时期和明清时期出现的一个盛世,2.0,贞观之治（1分）；康乾盛世（1分）
1501,写出一个20世纪40年代为克服“经济民族主义”而建立的国际组织名称。指出美国兴起“新经济民族主义”的原因和消极影响。,4.0,"名称：关税及贸易总协定(或国际货币基金组织;世界银行;联合国)。(1分)原因：贸易政策改变,新保守主义(或新自由主义)成为对外贸易主导思想;20世纪70年代出现经济“滞涨”;日本、欧洲、中国等经济体崛起;对外贸易逆差和国际收支赤字不断扩大。(2分)消极影响:损人害已;不利于当今世界经济发展;不利于国际经济新秩序建立。(1分)"
1502,"汉武帝采取董仲舒的建议是何意图?概括汉武帝选官制度的特点,分析其积极作用。",3.0,"意图:实现大一统。(1分)特点:崇尚儒学教育,培养后备官员;选用儒生做官;推荐与考核相结合(方式多元化);任人唯才。(1分)作用:推动了儒学的传播与发展,进了文化教育的繁荣;提高了官员素质,为西汉的强盛奠定了人才基础:有利于大一统局面的稳固。(1分)"
1503,"科举考试主要科目有哪些?概括科举选官制度的主要特点,分析其对国家治理的积极作用。",3.0,"科目:进士和明经。(1分)特点:考查内容以儒家经义为主;选拔形式具有开放性;选拔程序具有严密性、系统性。(1分)作用:普及儒家价值及思想,形成文化认同,有利于稳固统治;选拔文化素质较高的官员,提高行政效率;打破选官的世袭特权促进社会阶层的流动,扩大统治基础,维护社会稳定;兼顾边疆人才选拔,促进边疆开发和民族团结。(1分)"
1301,五四运动的性质是什么？五四运动促进了什么思想在中国的广泛传播？我们当代青少年应该如何继承和发扬五四精神？,4.0,五四运动是一次彻底的反对帝国主义和封建主义的爱国运动（1分）；马克思主义（1分）；围绕五四精神的四个方面（爱国、进步、民主、科学）正面回答。言之有理即可（2分）。
1302,大革命失败后，毛泽东为中国革命开创了一条什么样的道路？三大主力师标志着红军长征的胜利，简述红军长征胜利的历史意义。,3.0,开创了一条工农武装割据，农村包围城市、武装夺取政权的革命道路（答出工农武装割据，农村包围城市，井冈山道路任何一点，均可给一分）（1分）；红军长征胜利的历史意义：粉碎了国民党反动派消灭红军的企图，保存了党和红军的基干力量，使中国革命转危为安（1分）；长征播下了革命的种子，铸就了长征精神，打开了中国革命的新局面（1分）。
1303,中国真正成为独立自主的国家、中国人民从此站起来了的标志是什么？为了有计划的进行社会主义建树，改变落后的工业面貌。我国政府采取了什么措施？第一届全国人民代表大会确立的我国的根本制度是什么？,3.0,中华人民共和国成立（或开国大典）（1分）；第一个五年计划的实施（或集中力量发展重工业和三大改造）（1分）；人民代表大会制度（1分）。
1304,两次世界大战爆发的根本原因是什么？简要回答世界反法西斯战争胜利的主要原因。,3.0,帝国主义国家之间的政治经济发展不平衡（1分）。胜利的主要原因：世界反法西斯战争是正义的战争；世界反法西斯联盟的建立（反法西斯力量的联合）；反法西斯国家相互支援，协同作战（世界人民的相互支持）等（2分）。
1305,抗日战争是中国的国际地位得到提高的主要原因是什么？两次世界大战后中国国际地位的变化带给我们的启示是什么？,3.0,中国战场是世界反法西斯战争的东方主战场，对世界反法西斯战争的胜利、维护世界和平做出了巨大贡献（1分）。启示：“弱国无外交”，国家实力决定国际地位；要增强民族凝聚力，振奋民族精神；增强大国责任意识，在国际事务中主动发挥积极作用等（2分）。
1306,二战后国际关系格局发生了怎样的变化？中国的前途命运日益紧密地同世界的前途命运联系在一起，我们应如何顺应历史发展潮流，共创人类美好的未来？,4.0,由两极格局向国际化趋势发展（2分）。坚持改革开放；尊重文明多样性；维护国际公平正义；反对霸权主义和强权政治；构建人类命运共同体等（2分）
1504,孙中山的早期主要革命活动，辛亥革命意义。,5.0,孙中山革命活动:在广州领导起义:成立兴中会:建立中国同盟会等。（2分）辛亥革命意义:辛亥革命推翻了清朝的统治，结束了我国二千多年的封建帝制，使民主共和观念深入民心，但它没有改变中国半殖民地半封建社会的性质。（3分）
1505,结合《辛丑条约》的主要内容，分析《辛丑条约》对中国民族危机全面加深的影响。,4.0,《辛丑条约》主要内容分别从经济、政治、军事、使馆等方面入侵中国，经济方面要求清政府赔款数量大，给中国人民增加了新的沉重的负担，政治上要求清政府向帝国主义保证严禁人民参加反帝活动，清政府完全成为帝国主义统治中国的工具，军事上清政府拆毁大沽炮台，允许帝国主义国家派兵驻扎北京到山海关铁路沿线要地，使馆方面划定北京东郊民巷为使馆界，允许各国驻兵保护，不准中国人居住，军事和使馆及政治方面的侵略严重损害了中国主权，中国完全陷入了半殖民地半封建社会的深渊。
1506,洋务运动中在中央和地方的代表各有哪些?对此有何评价?,5.0,中央:奕忻为代表;地方:曾国藩、李鸿章、左宗棠、张之洞为代表评价:这是一场失败的封建统治者的自救运动:它没有使中国富强起来，但引进了西方先进的科学技术，使中国出现了第一批近代企业，在客观上为中国民族资本主义的产生和发展起到了促进作用，为中国的近代化开辟了道路。
1004,罗斯福新政的特点和中心措施各是什么？,2.0,加强国家对经济的干预和指导（1分）；对工业的调整（1分）
1005,罗斯福新政的历史作用是什么？,2.0,美国经济缓慢恢复过来，人民生活得到改善；资本主义制度得到调整，巩固与发展；资本主义国家对经济的宏观控制与管理得到加强；新政在美国和世界资本主义发展史上具有重要意义（答出任意二点得2分)。
1006,根据材料二并结合所学知识，指出唐太宗把哪位公主嫁给松赞干布。（2分）这带来了什么影响？（2分）,4.0,文成公主。（2分）促进了吐蕃经济和社会的发展。（2分）
1201,鸦片战争的影响是什么？,3.0,鸦片战争改变了中国历史发展的进程。（1分）中国不再享有完整独立的主权，中国社会的自然经济遭到破坏，开始从封建社会变为半殖民地半封建社会。（1分）鸦片战争成为中国近代史的开端。（1分）
1202,新文化运动的意义是什么？,4.0,新文化运动动摇了封建道德礼教的统治地位；（1分）使中国人民接受了一次民主与科学的洗礼；（1分）为随后爆发的五四运动起了思想宣传和铺垫作用；（1分）尽管新文化运动对于中国传统文化的看法带有一定的片面性，但它仍然是一次伟大的思想解放运动。（1分）
1203,平型关大捷的时间和影响？,3.0,"1937年9月；（1分）平型关大捷师全民族抗战以来中国军队取得得第一个胜利,（1分）粉碎了日军“不可战胜”的神话。（1分）"
1204,英法德三大工人运动及意义,4.0,（1）1831年和1834年法国里昂工人先后举行了两次起义，1838年英国爆发了延续十余年的全国性的工人运动——宪章运动，1844年德国西里西亚纺织工人举行起义。（2分）（2）标志现代无产阶级作为独立的政治力量登上了历史舞台。（2分）
1205,九一八事变的意义,4.0,（1）揭开了日本对中国、亚洲及太平洋地区的全面武装侵略的序幕（2分）（2）九一八事件的爆发给中国带来深重的伤害，中国的社会性质开始转变为一个殖民地、半殖民地、半封建社会。（2分）
1206,整风运动的任务,3.0,反对主观主义以整顿学风（1分）反对宗派主义以整顿党风（1分）反对党八股以整顿文风（1分）
1207,中国为什么能够恢复在联合国的合法席位?,3.0,(1)经过全国人民的多年共同努力，中国经济、文化、教育、科技、国防等各个方面取得了很大成就。中国在联合国的合法席位的恢复，是国际社会对新中国建设成就的确认，是中国综合实力提高的必然结果。（1分）(2)中国政府长期坚持奉行独立自主的和平外交政策，积极发展同世界各国的友好关系，赢得世界上所有爱好和平的国家的尊重。（1分）(3)从当时的国际关系格局来看，一方面美苏矛盾尖锐，冷战愈演愈烈，美国希望改善对华关系，籍以牵制、对抗苏联。另一方面亚非国家强大团结起来，成为国际舞台上的一支不可忽视的力量，他们支持恢复中国在联合国的合法席位。（1分）
1208,近代帝国主义提出的门户开放和当今的对外开放政策在本质上有何不同?,3.0,"（1）历史背景不同:门户开放是在19世纪末由美国提出并得到帝国主义认可的对华侵略政策。对外开放是独立自主的中国为加速社会主义建设而提出的基本国策。（1分）（2)两者的内容不同:门户开放政策是美国承认列强在中国的势力范围和既得的特权的前提下，要求里一群站，要求中国内地全部开放是帝国主义国家都享有投资的权力。对外开放是中国按照平等互利的原则,引进外国先进的科学技术，利用外国资金，学习外国经验，为我国的现代化建设服务。（1分）（3)两者的后果不同:门户开放是帝国主义在一定程度上形成了在个中国的同盟。对外开放是为我国社会主义现代化建设服务，发展了我国的经济，是我国更加强盛。（1分）"
1209,世界近现代史上三次科技革命对历史发展的作用和影响,3.0,(1)工业革命：促进了资本主义经济的迅速发展，建立了资本主义世界体系，并开始对外迅速扩张，亚非拉美地区成为它们的殖民地。（1分）（2）第二次工业革命大大提高了生产力，使资本主义进入帝国主义阶段，见大对外侵略，掀起了瓜分世界的狂潮。（1分）（3）第三次科技革命极大的提高了生产力，导致第三产业和信息技术产业的出现，极大的改变了人们的生活、学习交往和思维方式，更加证明了科学技术是第一生产力。（1分）
0801,秦国的商鞅变法内容有哪些？,4.0,鼓励农民开垦土地（1分）；废除贵族的世袭特权（1分）；奖励耕战（1分）；建立郡县制（1分）。
0802,六朝时期南方地区得以开发最主要的原因有哪些？,4.0,南方温暖湿润，土地肥沃，有利于农业发展（1分）；由于北方的长期战乱，造成人口大规模南迁，一方面改变南方人少地广的局面，有利于垦辟荒地；另一方面带来了先进的生产技术和经验，促进了经济的发展（2分）；经过统治者和老百姓的长期开发（1分）。
0803,清朝前期君主集权强化的措施。,2.0,大兴文字狱（1分）；设军机处（1分）。
0804,为建立和巩固资产阶级专政，主要资本主义国家颁布了哪些文献？,6.0,英国：《权利法案》（1分）；美国：独立战争-《独立宣言》，南北战争-《解放黑人奴隶宣言》《宅地法》（3分）；法国：《人权宣言》《拿破仑法典》（2分）。
0805,西欧各国是通过什么方式走上资本主义道路的？,4.0,资产阶级性质的革命或战争（美国通过独立战争，英国通过资产阶级革命，法国通过大革命）（2分）；资产阶级性质的改革（日本通过明治维新自上而下的改革确立，俄国通过农奴制改革确立）（2分）
0806,20世纪发生的两次世界大战性质有何差异？,2.0,第一次世界大战是帝国主义国家掠夺性的非正义战争（1分）；第二次世界大战是一场世界人民反法西斯的正义战争（1分）。
0807,什么叫“冷战”政策？它表现在哪些方面？,5.0,美国采取战争以外的一切手段，遏制苏联等社会主义国家，稳定和控制资本主义世界的政策被称为“冷战”政策（2分）；表现为：政治上提出“杜鲁门主义”，经济上实施“马歇尔计划”，军事上成立北大西洋公约组织（3分）。
0808,结合史实评价华盛顿这位人物。,4.0,华盛顿领导美国人民推翻了英国殖民统治，赢得了民族独立（1分）；扫除了美国资本主义发展的障碍，有利于美国资本主义的发展（1分）；对以后欧洲和拉丁美洲的革命也起了推动作用（1分）；为美国及世界历史的发展作过重要贡献（1分）。
0809,第一次世界大战后至今，世界格局经历了怎样的变化？,3.0,“一战”后的凡尔赛—华盛顿体系：确立了帝国主义在世界范围内的统治秩序（1分）；“二战”后的雅尔塔体系：美苏争霸的两极格局（1分）；东欧剧变、苏联解体后的多极化趋势：新的世界格局尚未形成，世界多极化在加速发展（1分）。
0601,商鞅变法的意义,6.0,经过商鞅变法，秦国的经济得到发展（2分），军队战斗力不断加强（2分），成为战国后期最富强的封建国家，为统一全国奠定了基础（2分）
0602,评价洋务运动,6.0,洋务运动是一次失败的封建统治者的自救运动（2分），它没有使中国富强起来，但是引进了西方先进的科技（2分），在客观上为中国民族资本主义的产生和发展起了促进作用，为中国近代化开辟了道路（2分）
0603,遵义会议的意义,4.0,挽救了党（1分），挽救了红军，挽救了革命（1分），是党史上生死攸关的转折点（2分）
0604,傲视群雄，兼并六国，统一了文字、货币、度量衡，建立起我国历史上第一个中央集权封建国家的帝王是,2.0,秦始皇（2分）
0605,根据我国民族分布大杂居、小聚居的特点，我国在少数民族聚居地区实行了什么基本政治制度,2.0,民族区域自治制度（2分）
0606,鸦片什么时候输入中国？英国为什么向中国输入鸦片？,6.0,鸦片在十八世纪初输入中国，（2分）原因：打开中国市场减少贸易逆差，（2分）有利于扩大殖民侵略范围（2分）
0607,南京条约和辛丑条约的签订，分别对中国社会发展的历程有何影响。,4.0,南京条约的签订，使中国开始沦为半殖民地半封建社会（2分），辛丑条约的签订，使中国完全沦为半殖民地半封建社会（2分）
0608,为推翻北洋军阀的反动统治和抗击日本侵略、挽救民族危亡，国共两党曾经两度合作。请分别说出国共两次合作的重要历史作用。,6.0,第一次国共合作，进行国民革命运动，有力地推动了北伐战争的胜利进军（2分），第二次国共合作，建立抗日民族统一战线，（2分）领导全民族抗战，成为抗日战争胜利的重要保证（2分）
0609,五四运动的性质及五四精神的核心内涵。,4.0,性质：反帝反封建（2分），核心内涵：爱国（2分）
1507,唐太宗推行的革新措施有哪些？,5.0,进一步完善三省六部制，明确中央机构的职权及决策程序（1分）；制定法律，减省刑罚（1分）；增加科举考试科目，鼓励士人报考，进士科成为最重要的科目（1分）；严格考察各级官吏的政绩（1分）；经济上，减轻人民的劳役负担，鼓励发展农业生产（1分）。
1508,评价辛亥革命的历史意义,6.0,辛亥革命是一次反帝反封建的资产阶级民主革命（2分）；推翻了清朝统治，结束了我国两千多年的封建帝制，使民主共和观念深入人心（1分）；促进了中国民族资本主义的发展（1分）；由于资产阶级的软弱和妥协，辛亥革命的果实被袁世凯窃取（2分）。
1509,西汉文帝和景帝治理对社会的安定和发展有何作用,6.0,提高生产积极性，使农业生产逐步恢复，粮价降低（2分）；农民能够稳定地提供赋税强促进了其他行业的发展（2分）；有利于汉朝统治的进一步巩固（2分）。
1101,秦始皇功与过,6.0,功：秦始皇顺应历史潮流，灭六国统一了中国，结束了诸侯长期割据混战的局面，符合广大人民的愿望（1分）；建立了君主专制中央集权制度，在地方推行郡县制（1分）；统一文字、货币、度量衡等，派蒙恬北击匈奴，修万里长城，修灵渠，巩固了统一，促进了各地区各民族之间的经济文化交流，对后世产生了深远影响（1分）。过：但是他又是统治残暴的封建皇帝（1分）。他广建宫殿陵墓，浪费了大量人力、物力、财力，他还制定残酷的刑法，使人民生活在水深火热之中（1分）；他焚书坑儒，钳制了思想，摧残了文化（1分）。
1102,比较郑和下西洋与欧洲新航路开辟的不同之处,4.0,目的不同：郑和下西洋是为了加强同其他国家的联系；西欧开辟新航路主要是为了寻找财富。（1分）规模不同：郑和出航的规模远远大于西方。（1分）时间不同：郑和1405—1433年先后7次远航，比西方早半个多世纪。（1分）影响不同：郑和远航促进并加强了我国同亚非各国经济交流和友好关系；新航路的开辟使世界开始连成一个整体，促进了西欧资本主义发展。（1分）
1103,第一次世界大战后至今，世界格局经历了怎样的变化？,6.0,“一战”后的凡尔赛——华盛顿体系：确立了帝国主义在世界范围内的统治秩序（2分）。“二战”后的雅尔塔体系：美苏争霸的两极格局（2分）。东欧剧变、苏联解体后的多极化趋势：新的世界格局尚未形成，世界多极化在加速发展（2分）。
1104,谈谈发展中美两国新型大国关系的看法、建议,4.0,（1）求同存异、增强政治互信；（1分）（2）促进经济合作与共赢、加强文化交流、加强国际事务合作；（1分）（3）坚持和平共处五项原则（1分）（4）坚持和平发展，坚持以和平方式解决争端，珍惜和平发展机遇期。（1分）
1105,谈谈对外交往的发展对我们的启示,5.0,开放利于进步，闭关导致落后；（1分）独立自主、平等互利是外交的保障；（1分）国家利益是外交的出发点；（1分）维护国家安定和统一是外交发展的保障（1分）外交政策要随着时代发展不断变化。（1分）
1106,第二次世界大战（的胜利）给全世界人民什么启迪？,3.0,(1)二战的胜利来之不易，我们应该维护它，热爱和平，不让世界大战的悲剧重演。（1分）(2)人民才是历史前进的动力，在挑战面前，全世界人民必须联合起来，才能赢得胜利。（1分）(3)所有国家都应当互不侵犯，互不干涉内政，和平共处，加强国际合作，国际合作可以维护世界和平。我们才能共同发展，共同进步。（1分）
1107,秦始皇的统一措施有哪些,4.0,(1).政治上，加强中央专制集权，在中央设丞相、太尉、御史大夫，在地方设立郡县制。（1分）(2)、经济上，统一度量衡、货币，全国统--使用圆形方孔的秦国铜钱。（1分）(3)、文化上，统一文字，把小篆作为全国规范的文字。（1分）(4)、军事上，为了抵御匈奴，修筑长城。（1分）
1108,"六朝时期南方地区得以开发,最主要的原因:",3.0,(1)、南方温暖湿润，土地肥沃，有利于农业发展。（1分）(2)、由于北方的长期战乱，造成人口大规模的南迁，一方面改变南方人少地广的局面，有利于垦辟荒地;另一方面带来了先进的生产技术和生产经验，促进了经济的发展。（1分）(3)、经过统治者和老百姓的长期开发。（1分）
1109,中英《南京条约》的主要内容是什么,5.0,割香港岛给英国（1分）;赔款2100万元（1分）;开放广州、厦门、福州、宁波、上海五处为通商口岸（1分）;英商进出口货物缴纳的税款，中国须同英国商定（1分）;允许英国在通商口岸设驻领事（1分）。
0901,五四运动的性质及五四精神的核心内涵,4.0,性质：反帝反封建（2分）；核心内涵：爱国（2分）
0902,你认为在当今世界，国家间的相互合作应遵循怎样的原则,2.0,原则：以互相尊重国家主权为前提；平等协商；和平共处；互惠互利；共同发展，共同维护世界和平与安全等。（2分）（答出其中一例，言之有理即可）
0903,北伐战争的目的,2.0,推翻北洋军阀的统治，从军阀手中解放中国；（1分）赢得在各国中的正当的平等地位。（1分）
0904,西安事变和平解决的意义,6.0,标志着十年内战基本结束（3分）抗日民族统一战线初步形成（3分）
0905,概况抗日战争所体现的民族精神及抗战胜利的决定性原因,10.0,体现的民族精神：视死如归、宁死不屈的民族气节；（2分）不畏强暴、血战到底的英雄气概；天下兴亡、匹夫有责的爱国情怀；（2分）百折不挠、坚韧不拔的必胜信念。（2分）原因：中国人民巨大的民族觉醒，空前的民族团结和英勇的民族抗争。（2分）
0906,习主席提出的“四个坚持”对全球化发展有何意义？基于民族主义应如何理性爱国？,7.0,有利于维护多边贸易体制，符合中国人民和世界各国人民的共同利益；（1分）促进全球包容发展，符合经济全球化、世界多极化的趋势；（1分）有利于推动国际新秩序的建立，促进世界各国共同发展繁荣；（1分）有利于增强世界各国的经济实力和综合国力。理性爱国：（1分）坚持“四个自信”，面向世界和未来，维护和捍卫中华民族的利益和尊严；（1分）彰显大国风范，不陷入狭隘的民族主义，在加强与世界的交往中发展自己；（1分）将爱国热情转化为实际行动，坚定维护安定团结和改革开放的局面。（1分）
